Date,Open,High,Low,Close,Adj Close,Volume,trend_pred
2016-01-04,200.49000549316406,201.02999877929688,198.58999633789062,201.02000427246094,175.29183959960938,222353500,0.31536178519455366
2016-01-05,201.39999389648438,201.89999389648438,200.0500030517578,201.36000061035156,175.58827209472656,110845800,0.3014658130921381
2016-01-06,198.33999633789062,200.05999755859375,197.60000610351562,198.82000732421875,173.37335205078125,152112600,0.183097708978792
2016-01-07,195.3300018310547,197.44000244140625,193.58999633789062,194.0500030517578,169.2138671875,213436100,0.047820096838989135
2016-01-08,195.19000244140625,195.85000610351562,191.5800018310547,191.9199981689453,167.35647583007812,209817200,0.03375661086250638
2016-01-11,193.00999450683594,193.41000366210938,189.82000732421875,192.11000061035156,167.52218627929688,187941300,0.04764303741957453
2016-01-12,193.82000732421875,194.5500030517578,191.13999938964844,193.66000366210938,168.87376403808594,172330500,0.040419697461671684
2016-01-13,194.4499969482422,194.86000061035156,188.3800048828125,188.8300018310547,164.66201782226562,221168900,0.02792077712100033
2016-01-14,189.5500030517578,193.25999450683594,187.66000366210938,191.92999267578125,167.3651885986328,240795600,0.05232916858675365
2016-01-15,186.77000427246094,188.75999450683594,185.52000427246094,187.80999755859375,163.7725067138672,324846400,0.030654105593301558
2016-01-19,189.9600067138672,190.11000061035156,186.1999969482422,188.05999755859375,163.99053955078125,195244400,0.03746583161162761
2016-01-20,185.02999877929688,187.5,181.02000427246094,185.64999389648438,161.8889617919922,286547800,0.028968201575406808
2016-01-21,186.2100067138672,188.8699951171875,184.63999938964844,186.69000244140625,162.79588317871094,195772900,0.04489365064654938
2016-01-22,189.77999877929688,190.75999450683594,188.8800048828125,190.52000427246094,166.13565063476562,168319600,0.1213637269670412
2016-01-25,189.9199981689453,190.14999389648438,187.41000366210938,187.63999938964844,163.62425231933594,130371700,0.08577485857089226
2016-01-26,188.4199981689453,190.52999877929688,188.02000427246094,190.1999969482422,165.85659790039062,141036800,0.11131602710163391
2016-01-27,189.5800018310547,191.55999755859375,187.05999755859375,188.1300048828125,164.0515899658203,185681700,0.1018250046893878
2016-01-28,189.9600067138672,190.1999969482422,187.16000366210938,189.11000061035156,164.90614318847656,143798800,0.14878249592826162
2016-01-29,190.02000427246094,193.8800048828125,189.8800048828125,193.72000122070312,168.9260711669922,210529300,0.23991319913848
2016-02-01,192.52999877929688,194.5800018310547,191.83999633789062,193.64999389648438,168.86505126953125,136061600,0.25264852764719803
2016-02-02,191.9600067138672,191.97000122070312,189.5399932861328,190.16000366210938,165.82177734375,182564900,0.19310282537140303
2016-02-03,191.41000366210938,191.77999877929688,187.10000610351562,191.3000030517578,166.8158416748047,205054900,0.19337085621865807
2016-02-04,190.7100067138672,192.75,189.9600067138672,191.60000610351562,167.0774688720703,139531800,0.26721624402245264
2016-02-05,190.99000549316406,191.6699981689453,187.1999969482422,187.9499969482422,163.89462280273438,180788300,0.18644683398356318
2016-02-08,185.77000427246094,186.1199951171875,182.8000030517578,185.4199981689453,161.68841552734375,191526700,0.16868885353279187
2016-02-09,183.36000061035156,186.94000244140625,183.1999969482422,185.42999267578125,161.69711303710938,184513100,0.14269615629586022
2016-02-10,186.41000366210938,188.33999633789062,185.1199951171875,185.27000427246094,161.55763244628906,148214100,0.17094587843143827
2016-02-12,184.9600067138672,186.64999389648438,183.9600067138672,186.6300048828125,162.74354553222656,127632400,0.18067427943899952
2016-02-16,188.77000427246094,189.80999755859375,187.6300048828125,189.77999877929688,165.4903564453125,120250700,0.3583850251527752
2016-02-17,191.16000366210938,193.32000732421875,191.00999450683594,192.8800048828125,168.19363403320312,136009500,0.5239323660222649
2016-02-18,193.1999969482422,193.27000427246094,191.72000122070312,192.08999633789062,167.5047607421875,102343000,0.5327650874298998
2016-02-19,191.1699981689453,192.17999267578125,190.4499969482422,192.0,167.42625427246094,114793000,0.50132978770036
2016-02-22,193.8699951171875,194.9499969482422,193.7899932861328,194.77999877929688,169.85040283203125,103640300,0.6181995805226493
2016-02-23,194.0,194.32000732421875,192.17999267578125,192.32000732421875,167.70529174804688,111455300,0.5806861692679678
2016-02-24,190.6300048828125,193.52999877929688,189.32000732421875,193.1999969482422,168.47265625,150812200,0.6333706359318448
2016-02-25,193.72999572753906,195.5500030517578,192.8300018310547,195.5399932861328,170.5131378173828,110728300,0.793176518769178
2016-02-26,196.57000732421875,196.67999267578125,194.89999389648438,195.08999633789062,170.1208038330078,129833700,0.8917252685148827
2016-02-29,195.11000061035156,196.22999572753906,193.3300018310547,193.55999755859375,168.78659057617188,125918100,0.7982244616720533
2016-03-01,195.00999450683594,198.2100067138672,194.4499969482422,198.11000061035156,172.75425720214844,141799700,0.8723965187656775
2016-03-02,197.74000549316406,199.05999755859375,197.25,199.0,173.53033447265625,102415000,0.9438745493054974
2016-03-03,198.7899932861328,199.8000030517578,198.11000061035156,199.77999877929688,174.21047973632812,95172200,0.9561618121308488
2016-03-04,200.00999450683594,201.35000610351562,199.02999877929688,200.42999267578125,174.7772979736328,129293600,0.9842458944262802
2016-03-07,199.33999633789062,201.07000732421875,199.25,200.58999633789062,174.91680908203125,100219000,0.9773869050959284
2016-03-08,199.32000732421875,199.9199981689453,198.2100067138672,198.39999389648438,173.00717163085938,123974900,0.9460165080381463
2016-03-09,199.36000061035156,199.7899932861328,198.42999267578125,199.3800048828125,173.8616943359375,94801200,0.9796386197623088
2016-03-10,199.9600067138672,201.07000732421875,197.3800048828125,199.5399932861328,174.00119018554688,156838700,0.9739594710960293
2016-03-11,201.25999450683594,202.80999755859375,199.52000427246094,202.75999450683594,176.80906677246094,137964500,0.9634080187182535
2016-03-14,202.16000366210938,203.0399932861328,201.77000427246094,202.5,176.5823516845703,73612000,0.9815151656152078
2016-03-15,201.36000061035156,202.52999877929688,201.0500030517578,202.1699981689453,176.2946014404297,93169100,0.9885181470410273
2016-03-16,201.60000610351562,203.82000732421875,201.5500030517578,203.33999633789062,177.31484985351562,129303200,0.9906436600916618
2016-03-17,203.24000549316406,205.22999572753906,202.77000427246094,204.6300048828125,178.4397735595703,134278500,0.9879629843742166
2016-03-18,204.1699981689453,204.77999877929688,203.8000030517578,204.3800048828125,179.14093017578125,138372400,0.9910152598112739
2016-03-21,204.07000732421875,204.94000244140625,203.8000030517578,204.6699981689453,179.39512634277344,72926700,0.9902535820892
2016-03-22,203.75999450683594,205.22999572753906,203.57000732421875,204.55999755859375,179.29872131347656,97471900,0.9761368000137706
2016-03-23,204.11000061035156,204.3300018310547,203.00999450683594,203.2100067138672,178.11544799804688,81052500,0.9585670250174325
2016-03-24,202.0,203.16000366210938,201.74000549316406,203.1199951171875,178.03651428222656,84360900,0.9723331088516182
2016-03-28,203.61000061035156,203.86000061035156,202.7100067138672,203.24000549316406,178.1417694091797,62408200,0.955515247884009
2016-03-29,202.75999450683594,205.25,202.39999389648438,205.1199951171875,179.78956604003906,92922900,0.9707645701069098
2016-03-30,206.3000030517578,206.8699951171875,205.58999633789062,206.02000427246094,180.57843017578125,86365300,0.9856620437336537
2016-03-31,205.91000366210938,206.41000366210938,205.3300018310547,205.52000427246094,180.14016723632812,94584100,0.9706365174861268
2016-04-01,204.35000610351562,207.13999938964844,203.97999572753906,206.9199981689453,181.3673095703125,114423500,0.9546641727843672
2016-04-04,206.8300018310547,207.07000732421875,205.88999938964844,206.25,180.78001403808594,63497000,0.9499714505587008
2016-04-05,204.6699981689453,206.25999450683594,203.88999938964844,204.19000244140625,178.9744110107422,99662200,0.8514186257526687
2016-04-06,204.19000244140625,206.49000549316406,203.97999572753906,206.4199981689453,180.9290313720703,91839800,0.9335882709182154
2016-04-07,205.13999938964844,205.55999755859375,203.08999633789062,203.9499969482422,178.76405334472656,113859000,0.8743680760737048
2016-04-08,205.33999633789062,205.85000610351562,203.8699951171875,204.5,179.2461395263672,95040600,0.8946918210773226
2016-04-11,205.25,206.07000732421875,203.91000366210938,204.02000427246094,178.82540893554688,83757500,0.875670864406275
2016-04-12,204.22000122070312,206.25,203.6999969482422,205.9199981689453,180.49075317382812,115350600,0.9138556475239942
2016-04-13,207.0,208.10000610351562,206.83999633789062,208.0,182.31390380859375,96336400,0.9162608023390959
2016-04-14,208.07000732421875,208.60000610351562,207.60000610351562,208.00999450683594,182.32269287109375,65212900,0.9362058321169177
2016-04-15,208.00999450683594,208.1699981689453,207.39999389648438,207.77999877929688,182.12107849121094,75761600,0.9277603262689539
2016-04-18,207.77999877929688,209.27999877929688,207.0,209.24000549316406,183.4008026123047,82531000,0.9278556691740655
2016-04-19,209.74000549316406,210.1999969482422,208.94000244140625,209.89999389648438,183.97927856445312,88316100,0.9354652684050101
2016-04-20,209.9499969482422,210.9199981689453,209.38999938964844,210.10000610351562,184.1545867919922,81100300,0.9380557766568981
2016-04-21,210.1199951171875,210.25,208.64999389648438,208.97000122070312,183.1641387939453,85695000,0.9520963667833381
2016-04-22,208.5500030517578,209.2899932861328,207.91000366210938,208.97000122070312,183.1641387939453,99251700,0.9412835661921035
2016-04-25,208.25999450683594,208.66000366210938,207.5399932861328,208.61000061035156,182.8485870361328,66166500,0.9243066865197622
2016-04-26,209.0399932861328,209.52000427246094,208.36000061035156,208.9199981689453,183.12030029296875,75864200,0.9731741029052243
2016-04-27,208.47000122070312,209.80999755859375,208.0500030517578,209.35000610351562,183.49717712402344,77329400,0.9455196197857995
2016-04-28,208.4600067138672,209.75999450683594,206.9600067138672,207.4499969482422,181.8318634033203,97216200,0.8530329374269603
2016-04-29,206.72000122070312,207.1300048828125,205.02999877929688,206.3300018310547,180.85015869140625,142424100,0.7331332468890142
2016-05-02,206.9199981689453,208.17999267578125,206.41000366210938,207.97000122070312,182.28761291503906,62188000,0.8354806269194543
