Date,Open,Low,High,Close,Adj Close,Volume,trend_pred
2021-01-04,375.30999755859375,364.82000732421875,375.45001220703125,368.7900085449219,352.7671813964844,110210800,0.625
2021-01-05,368.1000061035156,368.04998779296875,372.5,371.3299865722656,355.19677734375,66426200,0.665
2021-01-06,369.7099914550781,369.1199951171875,376.9800109863281,373.54998779296875,357.3203125,107997700,0.625
2021-01-07,376.1000061035156,375.9100036621094,379.8999938964844,379.1000061035156,362.6291809082031,68766800,0.71
2021-01-08,380.5899963378906,377.1000061035156,381.489990234375,381.260009765625,364.69537353515625,71677200,0.675
2021-01-11,377.8500061035156,377.7200012207031,380.5799865722656,378.69000244140625,362.2370300292969,51034700,0.66
2021-01-12,378.8900146484375,376.3599853515625,379.8599853515625,378.7699890136719,362.31353759765625,52547700,0.605
2021-01-13,378.69000244140625,377.8500061035156,380.8599853515625,379.7900085449219,363.28924560546875,45303600,0.62
2021-01-14,380.5899963378906,378.1000061035156,381.1300048828125,378.4599914550781,362.0169677734375,49989100,0.615
2021-01-15,376.7200012207031,373.70001220703125,377.5799865722656,375.70001220703125,359.3769836425781,107160000,0.63
2021-01-19,378.3399963378906,376.75,379.2300109863281,378.6499938964844,362.19873046875,51233300,0.625
2021-01-20,381.1099853515625,380.69000244140625,384.7900085449219,383.8900146484375,367.2110900878906,61836100,0.56
2021-01-21,384.489990234375,383.25,384.95001220703125,384.239990234375,367.5458984375,47840100,0.64
2021-01-22,382.25,381.8399963378906,384.1300048828125,382.8800048828125,366.2449645996094,52860500,0.68
2021-01-25,383.6700134277344,378.4599914550781,384.7699890136719,384.3900146484375,367.6893615722656,70402000,0.55
2021-01-26,385.4100036621094,383.5400085449219,385.8500061035156,383.7900085449219,367.115478515625,42665300,0.55
2021-01-27,380.2200012207031,372.010009765625,380.32000732421875,374.4100036621094,358.1429443359375,123351100,0.36
2021-01-28,376.3599853515625,375.8900146484375,381.92999267578125,377.6300048828125,361.22308349609375,94198100,0.48
2021-01-29,375.6300048828125,368.2699890136719,376.6700134277344,370.07000732421875,353.99151611328125,126765100,0.24
2021-02-01,373.7200012207031,370.3800048828125,377.3399963378906,376.2300109863281,359.88385009765625,75817600,0.39
2021-02-02,379.6499938964844,376.32000732421875,383.2200012207031,381.54998779296875,364.9727478027344,64450700,0.44
2021-02-03,382.44000244140625,380.4800109863281,383.70001220703125,381.8500061035156,365.25970458984375,52427100,0.355
2021-02-04,382.9599914550781,381.9700012207031,386.239990234375,386.19000244140625,369.4111633300781,47142600,0.625
2021-02-05,388.20001220703125,386.1400146484375,388.4700012207031,387.7099914550781,370.8651428222656,48669800,0.705
2021-02-08,389.2699890136719,388.3500061035156,390.55999755859375,390.510009765625,373.54351806640625,38365200,0.715
2021-02-09,389.6099853515625,389.1700134277344,390.8900146484375,390.25,373.2947998046875,35551100,0.73
2021-02-10,392.1199951171875,387.5,392.2799987792969,390.0799865722656,373.132080078125,59154400,0.805
2021-02-11,391.239990234375,388.1000061035156,391.69000244140625,390.7099914550781,373.7347412109375,42913300,0.755
2021-02-12,389.8500061035156,389.7699890136719,392.8999938964844,392.6400146484375,375.5809326171875,50593300,0.8
2021-02-16,393.9599914550781,391.5299987792969,394.1700134277344,392.29998779296875,375.2557373046875,50972400,0.795
2021-02-17,390.4200134277344,389.3299865722656,392.6600036621094,392.3900146484375,375.341796875,52290600,0.65
2021-02-18,389.5899963378906,387.739990234375,391.5199890136719,390.7200012207031,373.7443542480469,59712800,0.745
2021-02-19,392.07000732421875,389.54998779296875,392.3800048828125,390.0299987792969,373.0843200683594,83241000,0.705
2021-02-22,387.05999755859375,386.739990234375,389.6199951171875,387.0299987792969,370.2146301269531,67414200,0.71
2021-02-23,384.6600036621094,380.20001220703125,388.95001220703125,387.5,370.66424560546875,107284100,0.61
2021-02-24,386.3299865722656,385.2699890136719,392.2300109863281,391.7699890136719,374.74871826171875,72433900,0.535
2021-02-25,390.4100036621094,380.7799987792969,391.8800048828125,382.3299865722656,365.7188415527344,146670500,0.305
2021-02-26,384.3500061035156,378.2300109863281,385.5799865722656,380.3599853515625,363.8344421386719,152701600,0.225
2021-03-01,385.5899963378906,380.57000732421875,390.9200134277344,389.5799865722656,372.65386962890625,105348800,0.495
2021-03-02,389.82000732421875,386.0,390.07000732421875,386.5400085449219,369.74603271484375,79595300,0.375
2021-03-03,385.7900085449219,381.30999755859375,386.8299865722656,381.4200134277344,364.848388671875,119940200,0.16
2021-03-04,381.2200012207031,371.8800048828125,384.0,376.70001220703125,360.3334655761719,183433000,0.15
2021-03-05,380.4599914550781,372.6400146484375,384.760009765625,383.6300048828125,366.96240234375,152039600,0.39
2021-03-08,384.6600036621094,381.4200134277344,387.67999267578125,381.7200012207031,365.13531494140625,123149200,0.425
2021-03-09,385.8500061035156,385.30999755859375,389.9100036621094,387.1700134277344,370.3486022949219,113633600,0.515
2021-03-10,389.69000244140625,388.1700134277344,391.3999938964844,389.5799865722656,372.65386962890625,109899400,0.52
2021-03-11,392.2300109863281,391.739990234375,395.6499938964844,393.5299987792969,376.4322509765625,86245000,0.81
2021-03-12,392.07000732421875,391.20001220703125,394.2099914550781,394.05999755859375,376.9392395019531,64653600,0.9
2021-03-15,394.3299865722656,392.0299987792969,396.69000244140625,396.4100036621094,379.1871643066406,73427200,0.925
2021-03-16,397.07000732421875,395.0799865722656,397.8299865722656,395.9100036621094,378.7088928222656,73722500,0.84
2021-03-17,394.5299987792969,393.29998779296875,398.1199951171875,397.260009765625,380.00018310546875,97959300,0.915
2021-03-18,394.4800109863281,390.75,396.7200012207031,391.4800109863281,374.47137451171875,115349100,0.675
2021-03-19,389.8800048828125,387.1499938964844,391.57000732421875,389.4800109863281,373.7784118652344,113624500,0.575
2021-03-22,390.0299987792969,389.9700012207031,394.07000732421875,392.5899963378906,376.7630920410156,73778600,0.66
2021-03-23,391.9100036621094,388.6600036621094,393.4599914550781,389.5,373.79766845703125,90686600,0.595
2021-03-24,391.0,387.4700012207031,392.75,387.5199890136719,371.8974304199219,97588600,0.61
2021-03-25,385.9800109863281,383.8999938964844,390.54998779296875,389.70001220703125,373.98956298828125,116128600,0.52
2021-03-26,390.92999267578125,390.2900085449219,396.4100036621094,395.9800109863281,380.01641845703125,114409100,0.675
2021-03-29,394.3999938964844,392.80999755859375,396.75,395.7799987792969,379.824462890625,108107600,0.57
2021-03-30,394.4200134277344,393.0199890136719,395.45001220703125,394.7300109863281,378.8168029785156,76262200,0.61
2021-03-31,395.3399963378906,395.30999755859375,398.0,396.3299865722656,380.35223388671875,112734200,0.7
2021-04-01,398.3999938964844,398.17999267578125,400.6700134277344,400.6099853515625,384.459716796875,99682900,0.95
2021-04-05,403.4599914550781,403.3800048828125,406.94000244140625,406.3599853515625,389.97796630859375,91684800,0.915
2021-04-06,405.760009765625,405.3999938964844,407.239990234375,406.1199951171875,389.74761962890625,62021000,0.91
2021-04-07,405.94000244140625,405.45001220703125,406.9599914550781,406.5899963378906,390.1986389160156,55836300,0.9
2021-04-08,407.92999267578125,406.92999267578125,408.5799865722656,408.5199890136719,392.0508117675781,57863100,0.88
2021-04-09,408.3900146484375,408.260009765625,411.6700134277344,411.489990234375,394.901123046875,61104600,0.84
2021-04-12,410.8500061035156,410.20001220703125,411.92999267578125,411.6400146484375,395.0451354980469,56704900,0.8
2021-04-13,411.5299987792969,411.1199951171875,413.5299987792969,412.8599853515625,396.21588134765625,56551000,0.81
2021-04-14,412.8299865722656,410.8699951171875,413.9599914550781,411.45001220703125,394.8627624511719,61659900,0.76
2021-04-15,413.739990234375,413.69000244140625,416.1600036621094,415.8699951171875,399.1044921875,60229800,0.75
2021-04-16,417.25,415.7300109863281,417.9100036621094,417.260009765625,400.4385070800781,82037300,0.665
2021-04-19,416.260009765625,413.7900085449219,416.739990234375,415.2099914550781,398.47113037109375,78498500,0.75
2021-04-20,413.9100036621094,410.5899963378906,415.0899963378906,412.1700134277344,395.5536804199219,81851800,0.795
2021-04-21,411.510009765625,411.3599853515625,416.2900085449219,416.07000732421875,399.29644775390625,66793000,0.675
2021-04-22,415.8900146484375,411.1300048828125,416.7799987792969,412.2699890136719,395.64971923828125,97582800,0.665
2021-04-23,412.8699951171875,412.7900085449219,418.25,416.739990234375,399.939453125,73209200,0.685
2021-04-26,417.44000244140625,416.80999755859375,418.2200012207031,417.6099853515625,400.77435302734375,52182400,0.745
2021-04-27,417.92999267578125,416.29998779296875,418.1400146484375,417.5199890136719,400.68804931640625,51303100,0.67
2021-04-28,417.80999755859375,416.8999938964844,419.010009765625,417.3999938964844,400.5728454589844,51238900,0.73
2021-04-29,420.32000732421875,416.44000244140625,420.7200012207031,420.05999755859375,403.1256103515625,78544300,0.67
2021-04-30,417.6300048828125,416.3399963378906,418.5400085449219,417.29998779296875,400.4769287109375,85527000,0.745
2021-05-03,419.42999267578125,417.6700134277344,419.8399963378906,418.20001220703125,401.3406982421875,68128300,0.635
2021-05-04,416.07000732421875,411.6700134277344,416.6000061035156,415.6199951171875,398.8646545410156,101591200,0.605
2021-05-05,417.3800048828125,415.1499938964844,417.6300048828125,415.75,398.9893798828125,60162200,0.595
2021-05-06,415.8299865722656,413.67999267578125,419.2099914550781,419.07000732421875,402.175537109375,74321400,0.68
2021-05-07,419.8900146484375,419.1600036621094,422.82000732421875,422.1199951171875,405.1025695800781,67733800,0.76
2021-05-10,422.5,417.80999755859375,422.739990234375,417.94000244140625,401.09112548828125,81852400,0.665
2021-05-11,413.1000061035156,410.05999755859375,415.2699890136719,414.2099914550781,397.5113830566406,116888000,0.615
2021-05-12,411.2300109863281,404.0,412.5899963378906,405.4100036621094,389.0661926269531,134811000,0.295
2021-05-13,407.07000732421875,407.0199890136719,412.3500061035156,410.2799987792969,393.73992919921875,106394000,0.315
2021-05-14,413.2099914550781,413.17999267578125,417.489990234375,416.5799865722656,399.7858581542969,82201600,0.49
2021-05-17,415.3900146484375,413.3599853515625,416.3900146484375,415.5199890136719,398.7686462402344,65129200,0.51
2021-05-18,415.79998779296875,411.7699890136719,416.05999755859375,411.94000244140625,395.3330078125,59810200,0.45
2021-05-19,406.9200134277344,405.3299865722656,411.04998779296875,410.8599853515625,394.2964782714844,106467100,0.47
2021-05-20,411.79998779296875,411.6700134277344,416.6300048828125,415.2799987792969,398.538330078125,78022200,0.42
2021-05-21,416.8699951171875,414.45001220703125,418.20001220703125,414.94000244140625,398.21209716796875,76578700,0.41
2021-05-24,417.3399963378906,417.0799865722656,420.32000732421875,419.1700134277344,402.271484375,51376700,0.525
2021-05-25,420.3299865722656,417.6199951171875,420.7099914550781,418.239990234375,401.3789978027344,57451400,0.545
2021-05-26,418.8699951171875,417.760009765625,419.6099853515625,419.07000732421875,402.175537109375,43088600,0.635
2021-05-27,420.1700134277344,418.989990234375,420.7200012207031,419.2900085449219,402.38665771484375,56707700,0.59
2021-05-28,420.9700012207031,419.7900085449219,421.25,420.0400085449219,403.1064758300781,58520200,0.69
2021-06-01,422.57000732421875,419.20001220703125,422.7200012207031,419.6700134277344,402.7513732910156,54216600,0.645
2021-06-02,420.3699951171875,419.2900085449219,421.2300109863281,420.3299865722656,403.384765625,49097100,0.7
2021-06-03,417.8500061035156,416.2799987792969,419.989990234375,418.7699890136719,401.8875732421875,58138800,0.6
2021-06-04,420.75,418.8399963378906,422.9200134277344,422.6000061035156,405.563232421875,55938800,0.8
2021-06-07,422.5899963378906,421.19000244140625,422.7799987792969,422.19000244140625,405.1698303222656,51555000,0.79
2021-06-08,423.1099853515625,420.32000732421875,423.2099914550781,422.2799987792969,405.256103515625,47134300,0.74
2021-06-09,423.17999267578125,421.4100036621094,423.260009765625,421.6499938964844,404.6515197753906,48436300,0.65
2021-06-10,422.9599914550781,421.54998779296875,424.6300048828125,423.6099853515625,406.53253173828125,51020100,0.675
2021-06-11,424.20001220703125,422.82000732421875,424.42999267578125,424.30999755859375,407.20428466796875,45570800,0.725
2021-06-14,424.42999267578125,423.1000061035156,425.3699951171875,425.260009765625,408.1159973144531,42358500,0.675
2021-06-15,425.4200134277344,423.5400085449219,425.4599914550781,424.4800109863281,407.367431640625,51508500,0.665
2021-06-16,424.6300048828125,419.9200134277344,424.8699951171875,422.1099853515625,405.09295654296875,80386100,0.455
2021-06-17,421.6700134277344,419.32000732421875,423.0199890136719,421.9700012207031,404.9586486816406,90949700,0.375
2021-06-18,417.0899963378906,414.70001220703125,417.8299865722656,414.9200134277344,399.4955749511719,118676300,0.255
2021-06-21,416.79998779296875,415.92999267578125,421.05999755859375,420.8599853515625,405.2147521972656,72822000,0.495
2021-06-22,420.8500061035156,420.0799865722656,424.0,423.1099853515625,407.381103515625,57700300,0.545
2021-06-23,423.19000244140625,422.510009765625,424.04998779296875,422.6000061035156,406.89007568359375,49445400,0.515
2021-06-24,424.8900146484375,424.6199951171875,425.54998779296875,425.1000061035156,409.297119140625,45110300,0.7
2021-06-25,425.8999938964844,425.54998779296875,427.0899963378906,426.6099853515625,410.7509765625,58129500,0.845
2021-06-28,427.1700134277344,425.8900146484375,427.6499938964844,427.4700012207031,411.57904052734375,53159600,0.885
