Date,Open,Low,High,Close,Adj Close,Volume,trend_pred
2021-01-04,375.30999755859375,364.82000732421875,375.45001220703125,368.7900085449219,352.7671813964844,110210800,0.735
2021-01-05,368.1000061035156,368.04998779296875,372.5,371.3299865722656,355.1968078613281,66426200,0.775
2021-01-06,369.7099914550781,369.1199951171875,376.9800109863281,373.54998779296875,357.3203430175781,107997700,0.915
2021-01-07,376.1000061035156,375.9100036621094,379.8999938964844,379.1000061035156,362.62921142578125,68766800,0.895
2021-01-08,380.5899963378906,377.1000061035156,381.489990234375,381.260009765625,364.6953430175781,71677200,0.83
2021-01-11,377.8500061035156,377.7200012207031,380.5799865722656,378.69000244140625,362.23699951171875,51034700,0.85
2021-01-12,378.8900146484375,376.3599853515625,379.8599853515625,378.7699890136719,362.31353759765625,52547700,0.89
2021-01-13,378.69000244140625,377.8500061035156,380.8599853515625,379.7900085449219,363.2891845703125,45303600,0.885
2021-01-14,380.5899963378906,378.1000061035156,381.1300048828125,378.4599914550781,362.0169982910156,49989100,0.855
2021-01-15,376.7200012207031,373.70001220703125,377.5799865722656,375.70001220703125,359.3769836425781,107160000,0.705
2021-01-19,378.3399963378906,376.75,379.2300109863281,378.6499938964844,362.1987609863281,51233300,0.855
2021-01-20,381.1099853515625,380.69000244140625,384.7900085449219,383.8900146484375,367.2110595703125,61836100,0.89
2021-01-21,384.489990234375,383.25,384.95001220703125,384.239990234375,367.5458984375,47840100,0.875
2021-01-22,382.25,381.8399963378906,384.1300048828125,382.8800048828125,366.2449951171875,52860500,0.845
2021-01-25,383.6700134277344,378.4599914550781,384.7699890136719,384.3900146484375,367.6894226074219,70402000,0.845
2021-01-26,385.4100036621094,383.5400085449219,385.8500061035156,383.7900085449219,367.1154479980469,42665300,0.845
2021-01-27,380.2200012207031,372.010009765625,380.32000732421875,374.4100036621094,358.1429748535156,123351100,0.535
2021-01-28,376.3599853515625,375.8900146484375,381.92999267578125,377.6300048828125,361.2230529785156,94198100,0.64
2021-01-29,375.6300048828125,368.2699890136719,376.6700134277344,370.07000732421875,353.99151611328125,126765100,0.51
2021-02-01,373.7200012207031,370.3800048828125,377.3399963378906,376.2300109863281,359.8839416503906,75817600,0.6
2021-02-02,379.6499938964844,376.32000732421875,383.2200012207031,381.54998779296875,364.9727478027344,64450700,0.775
2021-02-03,382.44000244140625,380.4800109863281,383.70001220703125,381.8500061035156,365.259765625,52427100,0.795
2021-02-04,382.9599914550781,381.9700012207031,386.239990234375,386.19000244140625,369.4111633300781,47142600,0.83
2021-02-05,388.20001220703125,386.1400146484375,388.4700012207031,387.7099914550781,370.86517333984375,48669800,0.85
2021-02-08,389.2699890136719,388.3500061035156,390.55999755859375,390.510009765625,373.5434875488281,38365200,0.86
2021-02-09,389.6099853515625,389.1700134277344,390.8900146484375,390.25,373.2947998046875,35551100,0.865
2021-02-10,392.1199951171875,387.5,392.2799987792969,390.0799865722656,373.13214111328125,59154400,0.85
2021-02-11,391.239990234375,388.1000061035156,391.69000244140625,390.7099914550781,373.7347412109375,42913300,0.845
2021-02-12,389.8500061035156,389.7699890136719,392.8999938964844,392.6400146484375,375.5809326171875,50593300,0.88
2021-02-16,393.9599914550781,391.5299987792969,394.1700134277344,392.29998779296875,375.2557067871094,50972400,0.845
